Subject	Site	Sex	Group	Age	Date	Day	Condition	Number_boxes	Trial_number	trial_correct	number_redundant_searched	1st_choice	2nd_choice	second_choice_correct	third_choice	third_choice_correct	fourth_choice	fourth_choice_correct	fifth_choice	fifth_choice_correct	sixth_choice	sixth_choice_correct	seventh_choice	seventh_choice_correct	eigth_choice	eighth_choice_correct	ninth_choice	ninth_choice_correct	tenth_choice	tenth_choice_correct	comment
Asega	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	4	3	0	3	4	5	1	2	1	5	0	2	0	4	0	3	1							
Asega	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	5	1	0	5	5	1	1	1	0	1	0	3	1	2	1	3	0	5	0	1	0			"session stopped, end of testing time"
Asega	uganda	m	Uganda	21	13/10/2019	1	one_platform:feature+space	5	2	0	4	3	2	1	5	1	3	0	3	0	2	0	1	1	5	0	4	1			
Asega	uganda	m	Uganda	21	13/10/2019	1	one_platform:feature+space	5	3	1	0	5	4	1	3	1	1	1	2	1											
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	4	1	0	5	4	2	1	5	1	5	0	2	0	5	0	2	0	5	0					
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	4	2	0	3	5	3	1	3	0	5	0	5	0	4	1	2	1							
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	4	3	0	3	2	4	1	5	1	4	0	5	0	4	0	3	1							
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	5	1	0	1	1	4	1	5	1	4	0	3	1	2	1									
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	5	2	0	2	1	4	1	3	1	5	1	4	0	3	0	2	1							
Baluku	uganda	m	Uganda	21	12/10/2019	1	one_platform:feature+space	5	3	0	1	4	5	1	1	1	2	1	2	0	3	1									
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	4	1	0	5	2	5	1	4	1	5	0	2	0	5	0	5	0	4	0					
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	4	2	0	1	5	4	1	4	0	3	1	2	1											
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	4	3	0	5	3	5	1	4	1	5	0	3	0	3	0	5	0	4	0					
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	5	1	0	5	1	3	1	3	0	5	1	1	0	2	1	1	0	5	0	5	0			
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	5	2	0	5	5	4	1	3	1	4	0	2	1	2	0	3	0	4	0	5	0			
Kidogo	uganda	f	Uganda	35	12/10/2019	1	one_platform:feature+space	5	3	0	2	5	3	1	5	0	1	1	3	0	4	1	2	1							
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	4	1	0	4	2	5	1	5	0	5	0	5	0	2	0	3	1	4	1					
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	4	2	0	5	5	5	0	4	1	4	0	4	0	4	0	2	1	4	0					
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	4	3	0	4	2	4	1	4	0	4	0	4	0	5	1	2	0	3	1					
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	5	1	1	0	1	4	1	5	1	2	1	3	1											
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	5	2	0	1	5	1	1	2	1	3	1	2	0	4	1									
Kisembo	uganda	m	Uganda	20	12/10/2019	1	one_platform:feature+space	5	3	0	5	1	4	1	3	1	4	0	4	0	4	0	3	0	4	0					
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	4	1	0	5	4	4	0	3	1	2	1	4	0	3	0	4	0	3	0					
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	4	2	0	5	3	3	0	4	1	4	0	3	0	3	0	4	0							
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	4	3	0	5	2	3	1	4	1	3	0	4	0	3	0	3	0	3	0					
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	5	1	0	5	3	3	0	3	0	4	1	3	0	3	0	3	0							
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	5	2	0	5	5	5	0	3	1	5	0	5	0	5	0	3	0							
Medina	uganda	f	Uganda	12	12/10/2019	1	one_platform:feature+space	5	3	0	5	5	5	0	5	0	4	1	5	0	5	0	5	0							
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	4	1	0	3	3	5	1	3	0	2	1	5	0	3	0	4	1							
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	4	2	1	0	5	3	1	4	1	2	1													
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	4	3	0	2	2	5	1	3	1	2	0	3	0	4	1									
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	5	1	0	5	1	4	1	4	0	4	0	5	1	4	0	5	0	1	0					
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	5	2	1	0	5	1	1	4	1	3	1	2	1											
Nakuu	uganda	f	Uganda	18	13/10/2019	1	one_platform:feature+space	5	3	1	0	3	5	1	1	1	2	1	4	1											
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	4	1	0	4	5	5	0	4	1	5	0	3	1	4	0	4	0	2	1					
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	4	2	0	5	4	5	1	5	0	4	0	5	0	5	0	3	1	4	0					
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	4	3	0	3	4	3	1	5	1	4	0	5	0	5	0	2	1							
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	5	1	0	1	1	5	1	2	1	1	0	3	1	4	1									
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	5	2	0	2	5	4	1	2	1	2	0	1	1	4	0	3	1							
Pasa	uganda	f	Uganda	19	12/10/2019	1	one_platform:feature+space	5	3	0	2	5	4	1	4	0	2	1	2	0	3	1	1	1							
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	4	1	0	1	3	5	1	5	0	2	1	4	1											
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	4	2	0	3	5	4	1	4	0	3	1	4	0	3	0	2	1							
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	4	3	0	4	2	5	1	2	0	3	1	3	0	2	0	5	0							
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	5	1	0	5	3	5	1	4	1	1	1	1	0	4	0	1	0	1	0	5	0			
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	5	2	0	1	2	1	1	1	0	5	1	3	1	4	1									
Indi	uganda	m	Uganda	19	14/10/2019	1	one_platform:feature+space	5	3	0	5	5	1	1	4	1	1	0	5	0	5	0	4	0	3	1	1	0			
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	4	1	0	5	5	4	1	4	0	4	0	4	0	3	1	3	0	3	0					
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	4	2	0	4	5	4	1	2	1	4	0	4	0	4	0	2	0	3	1					
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	4	3	0	3	5	4	1	4	0	4	0	3	1	4	0	2	1							
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	5	1	0	5	4	1	1	4	0	4	0	5	1	4	0	3	1	4	0	4	0			
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	5	2	1	0	5	3	1	1	1	2	1	5	1											
Mawa	uganda	m	Uganda	23	01/11/2019	1	one_platform:feature+space	5	3	0	5	5	3	1	1	1	1	0	2	1	1	0	1	0	2	0	3	0			
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	4	1	0	4	2	5	1	4	1	5	0	4	0	6	0	5	0	3	1					
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	4	2	0	5	5	4	1	4	0	3	1	5	0	5	0	4	0	4	0					
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	4	3	0	2	5	4	1	4	0	3	1	3	0	2	1									
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	5	1	0	5	1	5	1	4	1	3	1	3	0	1	0	4	0	5	0	3	0			
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	5	2	0	5	5	4	1	3	1	1	1	3	0	4	0	1	0	4	0	4	0			
Kalema	uganda	m	Uganda	23	03/11/2019	1	one_platform:feature+space	5	3	0	2	5	4	1	3	1	1	1	3	0	4	0	2	1							
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	4	1	0	5	5	5	0	3	1	5	0	2	1	5	0	3	0	5	0					
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	4	2	0	2	2	5	1	2	0	5	0	4	1	3	1									
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	4	3	1	0	2	4	1	5	1	3	1													
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	5	1	0	5	5	3	1	4	1	3	0	1	1	5	0	1	0	5	0	4	0			
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	5	2	0	5	5	4	1	1	1	2	1	5	0	5	0	1	0	5	0	5	0			
Tumbo	uganda	m	Uganda	30	03/11/2019	1	one_platform:feature+space	5	3	0	5	5	5	0	3	1	1	1	1	0	2	1	1	0	5	0	5	0			
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	4	1	0	4	3	5	1	3	0	5	0	3	0	2	1	3	0	4	1					
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	4	2	0	1	3	4	1	4	0	2	1	5	1											
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	4	3	0	3	5	3	1	3	0	3	0	4	1	5	0	2	1							
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	5	1	0	2	5	3	1	2	1	5	0	1	1	2	0	4	1							
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	5	2	0	1	5	3	1	2	1	1	1	3	0	4	1									
Rambo	uganda	m	Uganda	15	03/11/2019	1	one_platform:feature+space	5	3	0	3	1	5	1	3	1	1	0	5	0	1	0	2	1	4	1					
Namukisa	uganda	f	Uganda	21	03/11/2019	1	one_platform:feature+space	4	1	0	5	2	5	1	5	0	5	0	5	0	2	0	4	1	4	0					
Namukisa	uganda	f	Uganda	21	03/11/2019	1	one_platform:feature+space	4	2	0	5	3	5	1	3	0	4	1	4	0	4	0	4	0	3	0					
Namukisa	uganda	f	Uganda	21	03/11/2019	1	one_platform:feature+space	4	3	0	1	3	2	1	5	1	5	0	4	1											
Namukisa	uganda	f	Uganda	21	03/11/2019	1	one_platform:feature+space	5	1	0	5	1	5	1	4	1	5	0	1	0	3	1	4	0	3	0	1	0			
Namukisa	uganda	f	Uganda	21	03/11/2019	1	one_platform:feature+space	5	2	0	5	4	1	1	5	1	1	0	3	1	3	0	4	0	4	0	3	0			
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	3	0	5	1	3	1	5	1	4	1	4	0	4	0	3	0	5	0	3	0			
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	1	0	5	2	5	1	4	1	5	0	4	0	4	0	4	0	4	0					
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	2	0	4	3	4	1	5	1	5	0	4	0	5	0	5	0	2	1					
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	3	0	5	2	4	1	4	0	5	1	5	0	4	0	4	0	5	0					
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	1	1	0	2	5	1	1	1	3	1	4	1											
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	2	0	5	5	3	1	1	1	1	0	1	0	5	0	3	0	4	1	5	0			
Becky	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	3	0	5	5	5	0	4	1	1	1	5	0	3	1	1	0	4	0	5	0			
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	1	0	1	3	4	1	4	0	2	1	5	1											
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	2	0	3	3	4	1	4	0	5	1	4	0	3	0	2	1							
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	4	3	0	2	4	4	0	5	1	5	0	2	1	3	1									
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	1	0	5	4	3	1	4	0	5	1	2	1	4	0	5	0	2	0	4	0			
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	2	0	3	5	3	1	3	0	4	1	2	1	4	0	4	0	1	1					
Sally	uganda	f	Uganda	28	03/11/2019	1	one_platform:feature+space	5	3	0	5	5	2	1	4	1	4	0	1	1	5	0	2	0	1	0	4	0			
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	4	1	0	4	4	5	1	5	0	5	0	5	0	3	0	5	0	2	1					
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	4	2	0	2	5	3	1	2	1	5	0	5	0	4	1									
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	4	3	1	0	5	3	1	4	1	2	1													
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	5	1	0	4	5	3	1	1	1	3	0	2	1	1	0	2	0	3	0	4	1			
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	5	2	1	0	3	4	1	5	1	1	1	2	1											
Cocoa	uganda	f	Uganda	12	03/11/2019	1	one_platform:feature+space	5	3	0	1	3	4	1	1	1	5	1	5	0	2	1									
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	4	1	0	2	5	3	1	3	0	2	1	3	0	4	1									
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	4	2	0	5	4	3	1	2	1	3	0	4	0	3	0	3	0	4	0					
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	4	3	1	0	5	2	1	4	1	3	1													
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	5	1	0	2	5	2	1	1	1	3	1	1	0	3	0	4	1							
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	5	2	0	5	5	3	1	1	1	3	0	3	0	2	1	1	0	2	0	1	0			
Nkuumwa	uganda	f	Uganda	23	07/11/2019	1	one_platform:feature+space	5	3	0	1	5	3	1	1	1	2	1	3	0	4	1									
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	4	1	0	5	4	2	1	2	0	4	0	4	0	4	0	4	0							
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	4	2	0	5	4	3	1	4	0	3	0	2	1	3	0	2	0	2	0					
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	4	3	0	5	4	3	1	2	1	4	0	3	0	2	0	4	0	3	0					
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	5	1	0	3	3	4	1	5	1	3	0	2	1	5	0	4	0	1	1					
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	5	2	0	5	3	1	1	4	1	4	0	1	0	2	1	4	0	2	0	1	0			
Bwambale	uganda	m	Uganda	19	23/11/2019	1	one_platform:feature+space	5	3	0	5	4	2	1	1	1	4	0	1	0	2	0	3	1	4	0	4	0			
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	4	1	0	1	5	3	1	4	1	3	0	2	1											
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	4	2	0	5	4	2	1	2	0	4	0	3	1	4	0	2	0	3	0					
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	4	3	1	0	3	5	1	2	1	4	1													
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	5	1	0	3	3	4	1	1	1	5	1	1	0	4	0	5	0	2	1					
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	5	2	0	1	1	3	1	5	1	1	0	2	1	4	1									
Yoyo	uganda	f	Uganda	20	25/11/2019	1	one_platform:feature+space	5	3	0	1	4	2	1	1	1	3	1	4	0	5	1									
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	4	1	0	1	3	3	0	2	1	5	1	4	1											
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	4	2	0	1	4	2	1	2	0	3	1	5	1											
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	4	3	0	2	4	2	1	5	1	5	0	2	0	3	1									
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	5	1	0	5	4	1	1	1	0	4	1	5	1	3	1	5	0	3	0					
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	5	2	0	1	3	4	1	3	0	1	1	2	1	5	1									
Nani	uganda	f	Uganda	18	25/11/2019	1	one_platform:feature+space	5	3	0	5	3	5	1	4	1	3	0	2	1	5	0	4	0	2	0	2	0			
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	4	1	0	5	2	5	1	2	0	5	0	5	0	5	0	2	0							
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	4	2	0	5	2	5	1	5	0	5	0	2	0	3	1	3	0	5	0					
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	4	3	0	2	3	2	1	5	1	5	0	3	0	4	1									
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	5	1	0	5	5	1	1	4	1	5	0	1	0	3	1	5	0	3	0	4	0			
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	5	2	0	5	1	5	1	4	1	5	0	5	0	4	0	3	1	4	0	5	0			
Okech	uganda	m	Uganda	20	26/11/2019	1	one_platform:feature+space	5	3	0	5	5	4	1	1	1	1	0	1	0	2	1	1	0	2	0	2	0			
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	4	1	0	2	2	3	1	4	1	3	0	4	0	5	1									
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	4	2	1	0	2	3	1	4	1	5	1													
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	4	3	0	5	3	4	1	4	0	5	1	5	0	4	0	5	0	3	0					
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	5	1	0	4	1	3	1	4	1	5	1	5	0	5	0	5	0	3	0	2	1			
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	5	2	0	4	2	3	1	4	1	2	0	1	1	2	0	3	0	3	0	5	1			
Sara	uganda	f	Uganda	9	26/11/2019	1	one_platform:feature+space	5	3	0	3	5	4	1	2	1	5	0	1	1	2	0	1	0	3	1					
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	4	1	1	0	5	3	1	4	1	2	1													
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	4	2	0	2	2	3	1	4	1	3	0	3	0	5	1									
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	4	3	1	0	3	2	1	5	1	4	1													
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	5	1	0	5	5	1	1	4	1	1	0	4	0	4	0	3	1	4	0	4	0			
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	5	2	0	5	1	1	0	3	1	4	0	1	0	4	0	2	1	3	1	4	0			
Umugenzi	uganda	m	Uganda	22	27/11/2019	1	one_platform:feature+space	5	3	0	4	5	1	1	3	1	4	1	4	0	3	0	1	0	4	0	2	1			
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	4	1	1	0	4	5	1	2	1	3	1													
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	4	2	0	2	3	5	1	4	1	5	0	6	0	2	1									
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	4	3	0	2	2	3	1	5	1	5	0	2	1	4	1									
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	5	1	0	5	3	5	1	2	1	5	0	2	0	1	1	5	0	1	0	3	0			
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	5	2	0	5	3	5	1	3	0	5	0	5	0	2	1	2	0	1	1	5	0			
Umutama	uganda	m	Uganda	23	27/11/2019	1	one_platform:feature+space	5	3	0	1	3	4	1	5	1	5	0	1	1	2	1									
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	4	1	0	2	5	4	1	5	0	3	1	3	0	2	1									
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	4	2	0	2	3	3	0	4	1	5	1	4	0	2	0									
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	4	3	1	0	2	3	1	4	1	5	1													
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	5	1	0	3	5	3	1	3	0	3	0	1	1	2	1	3	0	4	1					
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	5	2	0	3	2	5	1	2	0	3	1	4	1	4	0	2	0	1	1					
Bili	uganda	f	Uganda	28	28/11/2019	1	one_platform:feature+space	5	3	0	2	4	4	0	5	1	4	0	3	1	2	1	1	1							
