Subject,Site,Sex,Group,Age,Date,Day,Session,Condition,trial_number,Side,baited_distractor,chose_side,correct,Comment
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,27,r,S8,r,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,28,l,S7,r,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,29,r,S7,l,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,30,l,S8,l,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,31,l,S7,r,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,32,r,S8,r,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,33,r,S8,r,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,34,l,S8,l,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,35,r,S7,l,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,36,l,S7,r,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,37,r,S8,r,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,38,l,S8,l,1,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,39,l,S7,r,0,
Umutama,uganda,m,Uganda,23,12/12/2019,,5,ED,40,r,S7,l,0,
