Subject	Site	Sex	Group	Age	Date	Day	Session	Condition	trial_number	Side	Distractor_left	Distractor_right	Platform	chosen_level	chose_side	correct	Comment	Level mistakes	Switches	Chosen_distractor	switching_mistakes
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	6	l	D2	D1	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	7	r	D2	D1	2	upper	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	8	l	D1	D2	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	9	l	D2	D1	1	upper	r	0		1	1	D1	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	10	r	D1	D2	1	upper	l	0		1		D1	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	11	r	D2	D1	1	upper	r	0		1		D1	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	12	l	D1	D2	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	13	r	D1	D2	1	lower	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	14	l	D2	D1	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	15	r	D2	D1	2	lower	l	0		1	1	D2	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	16	l	D1	D2	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	17	r	D1	D2	2	upper	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	18	l	D2	D1	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	19	r	D2	D1	1	lower	r	1			1		
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	20	l	D1	D2	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	21	l	D2	D1	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	22	r	D1	D2	2	lower	r	0		1	1	D2	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	23	r	D2	D1	2	lower	l	0		1		D2	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	24	l	D1	D2	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	25	l	D1	D2	2	lower	r	0		1		D2	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	26	r	D2	D1	2	upper	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	27	r	D1	D2	2	upper	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	28	l	D2	D1	2	upper	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	29	r	D1	D2	1	upper	l	0		1	1	D1	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	30	l	D2	D1	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	31	r	D2	D1	1	lower	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	32	l	D1	D2	1	lower	l	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	33	l	D2	D1	2	upper	l	1			1		
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	34	r	D1	D2	2	upper	r	1					
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	35	r	D2	D1	2	lower	l	0		1		D2	1
Namukisa	uganda	f	Uganda	21	25/11/2019	18	3	Test	36	l	D1	D2	2	upper	l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	1	l			1		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	2	r			1		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	3	l			1		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	4	r			1		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	5	l			1		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	6	r			1		l	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	7	l			1		l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	8	r			1		l	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	9	r			1		l	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	10	l			1		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	11	r			1		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	12	l			1		l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	13	r			1		l	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	14	r			1		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	15	l			1		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	16	l			1		l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	17	r			1		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	18	l			1		l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	19	r			2		l	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	20	l			2		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	21	r			2		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	22	l			2		r	0					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	23	r			2		r	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	24	l			2		l	1					
Becky	uganda	f	Uganda	28	22/11/2019		1	Training01	25	r			2		r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	1	r	box	grey	1	lower	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	2	l	box	grey	1	lower	l	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	3	r	grey	box	1	lower	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	4	l	grey	box	2	lower	r	0					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	5	r	box	grey	2	upper	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	6	l	box	grey	2	upper	r	0					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	7	r	grey	box	2	upper	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	8	l	grey	box	2	upper	r	0					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	9	r	box	grey	2	upper	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	10	l	grey	box	2	upper	r	0					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	11	r	grey	box	2	upper	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	12	l	box	grey	2	upper	l	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	13	r	grey	box	2	upper	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	14	l	grey	box	1	lower	l	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	15	r	box	grey	1	lower	r	1					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	16	l	box	grey	1	lower	r	0					
Cocoa	uganda	f	Uganda	12	23-Nov-19		2	Training02	17	r	grey	box	1	lower	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	1	l	D1	D2	1	lower	l	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	2	r	D2	D1	1	lower	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	3	r	D1	D2	1	lower	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	4	l	D2	D1	2	lower	l	0		1	1	D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	6	l	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	8	l	D1	D2	2	lower	l	0		1		D1	
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	9	l	D2	D1	2	lower	r	0		1		D1	
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	10	r	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	11	r	D2	D1	2	lower	r	0		1		D1	
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	12	l	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	13	r	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	14	l	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	15	r	D2	D1	2	upper	r	1	2 PIECES				
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	16	l	D1	D2	2	upper	r	0					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	17	r	D1	D2	2	upper	l	0					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	18	l	D2	D1	2	upper	l	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	19	r	D2	D1	2	upper	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	20	l	D1	D2	2	upper	l	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	21	l	D2	D1	1	upper	r	0		1	1	D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	22	r	D1	D2	1	upper	l	0		1		D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	23	r	D2	D1	1	upper	r	0		1		D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	24	l	D1	D2	1	upper	l	0		1		D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	25	l	D1	D2	1	upper	l	0		1		D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	26	r	D2	D1	1	upper	r	0		1		D1	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	27	r	D1	D2	1	lower	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	28	l	D2	D1	1	lower	l	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	29	r	D1	D2	1	lower	r	1					
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	30	l	D2	D1	2	lower	l	0		1	1	D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	31	r	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	32	l	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	33	l	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	34	r	D1	D2	2	lower	r	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	35	r	D2	D1	2	lower	l	0		1		D2	1
Rambo	uganda	m	Uganda	15	25/11/2019	18	3	Test	36	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	1	l			1		l	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	2	r			1		l	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	3	l			1		l	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	4	r			1		l	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	5	l			1		l	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	6	r			1		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	7	l			1		r	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	8	r			1		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	9	r			1		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	10	l			1		r	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	11	r			1		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	12	l			1		l	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	13	r			1		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	14	r			2		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	15	l			2		r	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	16	l			2		r	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	17	r			2		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	18	l			2		r	0					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	19	r			2		r	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	20	l			2		l	1					
Kalema	uganda	m	Uganda	23	23/11/2019		1	Training01	21	r			2		r	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	1	r	box	grey	1	lower	r	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	2	l	box	grey	1	lower	l	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	3	r	grey	box	1	lower	r	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	4	l	grey	box	2	lower	r	0					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	5	r	box	grey	2	upper	r	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	6	l	box	grey	2	upper	l	1					
Rambo	uganda	m	Uganda	15	24-Nov-19		2	Training02	7	r	grey	box	2	upper	r	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	1	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	2	r	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	3	r	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	4	l	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	6	l	D2	D1	2	lower	r	0		1		D1	
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	7	r	D2	D1	2	lower	r	0		1		D1	
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	9	l	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	10	r	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	11	r	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	12	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	13	r	D1	D2	2	lower	l	0		1		D1	
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	14	l	D2	D1	2	upper	l	0	INDECISIVE				
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	15	r	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	16	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	17	r	D1	D2	2	upper	l	0					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	18	l	D2	D1	2	lower	r	0		1		D1	
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	19	r	D2	D1	2	lower	r	0		1		D1	
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	20	l	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	21	l	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	22	r	D1	D2	2	upper	r	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	23	r	D2	D1	2	upper	l	0					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	24	l	D1	D2	2	upper	l	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	25	l	D1	D2	2	upper	l	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	26	r	D2	D1	2	upper	r	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	27	r	D1	D2	1	upper	l	0		1	1	D1	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	28	l	D2	D1	1	lower	r	0					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	29	r	D1	D2	1	upper	l	0		1		D1	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	30	l	D2	D1	1	lower	l	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	31	r	D2	D1	1	lower	r	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	32	l	D1	D2	1	lower	l	1					
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	33	l	D2	D1	2	lower	l	0		1	1	D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	34	r	D1	D2	2	lower	r	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	35	r	D2	D1	2	lower	l	0		1		D2	1
Kalema	uganda	m	Uganda	23	25/11/2019	18	3	Test	36	l	D1	D2	2	lower	r	0		1		D2	1
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	1	l			1		l	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	2	r			1		l	0					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	3	l			1		l	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	4	r			1		r	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	5	l			1		l	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	6	r			2		l	0					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	7	l			2		r	0					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	8	r			2		r	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	9	r			2		r	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	10	l			2		r	0					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	11	r			2		r	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	12	l			2		l	1					
Tumbo	uganda	m	Uganda	30	24/11/2019		1	Training01	13	r			2		r	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	1	r	box	grey	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	2	l	box	grey	1	lower	r	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	3	r	grey	box	1	lower	r	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	4	l	grey	box	1	lower	r	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	5	r	box	grey	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	6	l	box	grey	1	lower	r	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	7	r	grey	box	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	8	l	grey	box	1	lower	l	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	9	r	box	grey	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	10	l	grey	box	1	lower	r	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	11	r	grey	box	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	12	l	box	grey	1	lower	l	1	CUP FELL				
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	13	r	grey	box	1	lower	l	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	14	l	grey	box	1	lower	l	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	15	r	box	grey	1	lower	r	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	16	l	box	grey	1	lower	r	0					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	17	r	grey	box	1	lower	r	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	18	l	grey	box	1	lower	l	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	19	l	box	grey	1	lower	l	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	20	r	box	grey	2	upper	r	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	21	l	box	grey	2	upper	l	1					
Nani	uganda	f	Uganda	18	18/12/2019		2	Training02	22	r	box	grey	2	upper	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	1	l	D1	D2	2	lower	l	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	2	r	D2	D1	2	lower	r	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	3	r	D1	D2	2	lower	l	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	4	l	D2	D1	2	lower	l	0		1		D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	6	l	D2	D1	2	lower	l	0		1		D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	8	l	D1	D2	2	lower	l	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	9	l	D2	D1	2	lower	r	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	10	r	D1	D2	2	lower	r	0		1		D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	11	r	D2	D1	2	upper	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	12	l	D1	D2	2	lower	l	0		1		D1	
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	13	r	D1	D2	2	upper	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	14	l	D2	D1	2	upper	l	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	15	r	D2	D1	2	upper	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	16	l	D1	D2	1	lower	l	1			1		
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	17	r	D1	D2	1	upper	l	0		1		D1	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	18	l	D2	D1	1	upper	r	0		1		D1	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	19	r	D2	D1	1	lower	l	0					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	20	l	D1	D2	1	upper	l	0		1		D1	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	21	l	D2	D1	1	upper	r	0		1		D1	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	22	r	D1	D2	1	lower	l	0					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	23	r	D2	D1	1	lower	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	24	l	D1	D2	1	lower	r	0					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	25	l	D1	D2	1	lower	r	0					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	26	r	D2	D1	1	lower	r	1	cup fell because Tumbo was shaking the table (could not see banana but maybe still indicator)				
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	27	r	D1	D2	1	lower	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	28	l	D2	D1	1	lower	l	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	29	r	D1	D2	2	upper	r	1			1		
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	30	l	D2	D1	2	upper	l	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	31	r	D2	D1	2	upper	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	32	l	D1	D2	1	lower	l	1			1		
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	33	l	D2	D1	1	lower	l	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	34	r	D1	D2	1	lower	r	1					
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	35	r	D2	D1	2	lower	l	0		1	1	D2	1
Tumbo	uganda	m	Uganda	30	26-Nov-19		3	Test	36	l	D1	D2	2	lower	r	0		1		D2	1
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	1	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	2	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	3	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	4	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	5	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	6	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	7	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	8	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	9	r			1		r	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	10	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	11	r			1		r	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	12	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	13	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	14	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	15	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	16	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	17	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	18	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	19	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	20	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	21	r			1		r	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	22	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	23	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	24	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	25	r			1		r	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	26	l			1		r	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	27	r			1		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	28	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	29	r			1		r	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	30	l			1		l	1					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	31	r			2		l	0					
Bili	uganda	f	Uganda	36	18/12/2019		1	Training01	32	l			2		l	1					
